线路,方向,起点,终点,客流量
G4路,上行,人民医院（北）,中医院（北）,4.1
G4路,上行,人民医院（北）,上三溪村（南）,2.3
G4路,上行,人民医院（北）,人才公寓（南）,2.6
G4路,上行,人民医院（北）,南瑞学校,2.7
G4路,上行,人民医院（北）,翡翠山,4.8
G4路,上行,人民医院（北）,新昌客运中心,0.6
G4路,上行,人民医院（北）,万丰后溪,4.1
G4路,上行,人民医院（北）,新柴股份（东）,2.3
G4路,上行,人民医院（北）,达利丝绸,6.0
G4路,上行,人民医院（北）,桥里,6.0
G4路,上行,人民医院（北）,南街碳水王国,10.1
G4路,上行,人民医院（北）,南明花园,2.6
G4路,上行,工商银行,西环岛,1.4
G4路,上行,工商银行,下石演（南）,0.6
G4路,上行,工商银行,中医院（北）,1.3
G4路,上行,工商银行,上三溪村（南）,0.7
G4路,上行,工商银行,人才公寓（南）,0.8
G4路,上行,工商银行,南瑞学校,0.8
G4路,上行,工商银行,翡翠山,1.5
G4路,上行,工商银行,万丰后溪,1.3
G4路,上行,工商银行,新柴股份（东）,0.7
G4路,上行,工商银行,达利丝绸,1.9
G4路,上行,工商银行,桥里,1.9
G4路,上行,工商银行,南街碳水王国,3.2
G4路,上行,工商银行,南明花园,0.8
G4路,上行,西环岛,七星综合市场,0.9
G4路,上行,西环岛,七星一村（北）,0.7
G4路,上行,西环岛,下石演（南）,1.1
G4路,上行,西环岛,中医院（北）,2.5
G4路,上行,西环岛,上三溪村（南）,1.4
G4路,上行,西环岛,人才公寓（南）,1.6
G4路,上行,西环岛,南瑞学校,1.6
G4路,上行,西环岛,翡翠山,2.9
G4路,上行,西环岛,万丰后溪,2.5
G4路,上行,西环岛,新柴股份（东）,1.4
G4路,上行,西环岛,达利丝绸,3.6
G4路,上行,西环岛,桥里,3.6
G4路,上行,西环岛,南街碳水王国,6.1
G4路,上行,西环岛,南明花园,1.6
G4路,上行,七星综合市场,中医院（北）,0.9
G4路,上行,七星综合市场,人才公寓（南）,0.6
G4路,上行,七星综合市场,南瑞学校,0.6
G4路,上行,七星综合市场,翡翠山,1.0
G4路,上行,七星综合市场,万丰后溪,0.9
G4路,上行,七星综合市场,达利丝绸,1.3
G4路,上行,七星综合市场,桥里,1.3
G4路,上行,七星综合市场,南街碳水王国,2.2
G4路,上行,七星综合市场,南明花园,0.6
G4路,上行,七星一村（北）,中医院（北）,0.7
G4路,上行,七星一村（北）,翡翠山,0.8
G4路,上行,七星一村（北）,万丰后溪,0.7
G4路,上行,七星一村（北）,达利丝绸,1.0
G4路,上行,七星一村（北）,桥里,1.0
G4路,上行,七星一村（北）,南街碳水王国,1.6
G4路,上行,下石演（南）,中医院（北）,1.1
G4路,上行,下石演（南）,上三溪村（南）,0.6
G4路,上行,下石演（南）,人才公寓（南）,0.7
G4路,上行,下石演（南）,南瑞学校,0.7
G4路,上行,下石演（南）,翡翠山,1.3
G4路,上行,下石演（南）,万丰后溪,1.1
G4路,上行,下石演（南）,新柴股份（东）,0.6
G4路,上行,下石演（南）,达利丝绸,1.6
G4路,上行,下石演（南）,桥里,1.6
G4路,上行,下石演（南）,南街碳水王国,2.7
G4路,上行,下石演（南）,南明花园,0.7
G4路,上行,中医院（北）,上三溪村（南）,1.5
G4路,上行,中医院（北）,人才公寓（南）,1.7
G4路,上行,中医院（北）,南瑞学校,1.8
G4路,上行,中医院（北）,翡翠山,3.2
G4路,上行,中医院（北）,万丰后溪,2.7
G4路,上行,中医院（北）,新柴股份（东）,1.5
G4路,上行,中医院（北）,达利丝绸,3.9
G4路,上行,中医院（北）,桥里,3.9
G4路,上行,中医院（北）,南街碳水王国,6.6
G4路,上行,中医院（北）,南明花园,1.7
G4路,上行,上三溪村（南）,人才公寓（南）,1.0
G4路,上行,上三溪村（南）,南瑞学校,1.0
G4路,上行,上三溪村（南）,翡翠山,1.9
G4路,上行,上三溪村（南）,万丰后溪,1.6
G4路,上行,上三溪村（南）,新柴股份（东）,0.9
G4路,上行,上三溪村（南）,达利丝绸,2.3
G4路,上行,上三溪村（南）,桥里,2.3
G4路,上行,上三溪村（南）,南街碳水王国,3.9
G4路,上行,上三溪村（南）,南明花园,1.0
G4路,上行,人才公寓（南）,南瑞学校,1.2
G4路,上行,人才公寓（南）,翡翠山,2.2
G4路,上行,人才公寓（南）,万丰后溪,1.9
G4路,上行,人才公寓（南）,新柴股份（东）,1.0
G4路,上行,人才公寓（南）,达利丝绸,2.7
G4路,上行,人才公寓（南）,桥里,2.7
G4路,上行,人才公寓（南）,南街碳水王国,4.6
G4路,上行,人才公寓（南）,南明花园,1.2
G4路,上行,南瑞学校,翡翠山,2.5
G4路,上行,南瑞学校,万丰后溪,2.1
G4路,上行,南瑞学校,新柴股份（东）,1.2
G4路,上行,南瑞学校,达利丝绸,3.1
G4路,上行,南瑞学校,桥里,3.1
G4路,上行,南瑞学校,南街碳水王国,5.2
G4路,上行,南瑞学校,南明花园,1.3
G4路,上行,翡翠山,新昌客运中心,0.6
G4路,上行,翡翠山,万丰后溪,4.4
G4路,上行,翡翠山,新柴股份（东）,2.4
G4路,上行,翡翠山,达利丝绸,6.4
G4路,上行,翡翠山,桥里,6.4
G4路,上行,翡翠山,南街碳水王国,10.8
G4路,上行,翡翠山,南明花园,2.7
G4路,上行,新昌客运中心,万丰后溪,0.5
G4路,上行,新昌客运中心,达利丝绸,0.8
G4路,上行,新昌客运中心,桥里,0.8
G4路,上行,新昌客运中心,南街碳水王国,1.3
G4路,上行,万丰后溪,新柴股份（东）,2.4
G4路,上行,万丰后溪,达利丝绸,6.4
G4路,上行,万丰后溪,桥里,6.4
G4路,上行,万丰后溪,南街碳水王国,10.8
G4路,上行,万丰后溪,南明花园,2.7
G4路,上行,新柴股份（东）,达利丝绸,3.9
G4路,上行,新柴股份（东）,桥里,3.9
G4路,上行,新柴股份（东）,南街碳水王国,6.5
G4路,上行,新柴股份（东）,南明花园,1.7
G4路,上行,达利丝绸,桥里,13.4
G4路,上行,达利丝绸,南街碳水王国,22.6
G4路,上行,达利丝绸,南明花园,5.7
G4路,上行,桥里,南街碳水王国,33.5
G4路,上行,桥里,南明花园,8.5
G4路,上行,南街碳水王国,南明花园,71.0
G4路,下行,钟楼菜场（南）,南明小学,1.0
G4路,下行,钟楼菜场（南）,棣山新村,1.7
G4路,下行,钟楼菜场（南）,东联菜场,1.4
G4路,下行,钟楼菜场（南）,湖莲潭,1.5
G4路,下行,钟楼菜场（南）,城东综合市场,1.4
G4路,下行,钟楼菜场（南）,上石演（西）,1.2
G4路,下行,钟楼菜场（南）,鼓山公园,1.2
G4路,下行,钟楼菜场（南）,南明花园,0.5
G4路,下行,钟楼菜场（南）,实验中学,1.9
G4路,下行,钟楼菜场（南）,大佛寺东,2.7
G4路,下行,钟楼菜场（南）,万丰后溪,0.6
G4路,下行,钟楼菜场（南）,新昌客运中心,0.8
G4路,下行,钟楼菜场（南）,翡翠山,1.3
G4路,下行,钟楼菜场（南）,南瑞学校,1.5
G4路,下行,钟楼菜场（南）,人才公寓（南）,2.4
G4路,下行,钟楼菜场（南）,上三溪村（南）,1.9
G4路,下行,钟楼菜场（南）,中医院（北）,2.7
G4路,下行,钟楼菜场（南）,下石演（南）,1.5
G4路,下行,钟楼菜场（南）,七星一村（北）,1.2
G4路,下行,钟楼菜场（南）,七星综合市场,0.8
G4路,下行,钟楼菜场（南）,西环岛,1.0
G4路,下行,钟楼菜场（南）,工商银行,2.4
G4路,下行,钟楼菜场（南）,人民医院（北）,3.2
G4路,下行,南明小学,棣山新村,1.8
G4路,下行,南明小学,东联菜场,1.5
G4路,下行,南明小学,湖莲潭,1.6
G4路,下行,南明小学,城东综合市场,1.5
G4路,下行,南明小学,上石演（西）,1.3
G4路,下行,南明小学,鼓山公园,1.3
G4路,下行,南明小学,南明花园,0.6
G4路,下行,南明小学,实验中学,2.1
G4路,下行,南明小学,大佛寺东,2.9
G4路,下行,南明小学,万丰后溪,0.7
G4路,下行,南明小学,新昌客运中心,0.9
G4路,下行,南明小学,翡翠山,1.4
G4路,下行,南明小学,南瑞学校,1.6
G4路,下行,南明小学,人才公寓（南）,2.6
G4路,下行,南明小学,上三溪村（南）,2.1
G4路,下行,南明小学,中医院（北）,2.9
G4路,下行,南明小学,下石演（南）,1.6
G4路,下行,南明小学,七星一村（北）,1.3
G4路,下行,南明小学,七星综合市场,0.9
G4路,下行,南明小学,西环岛,1.1
G4路,下行,南明小学,工商银行,2.6
G4路,下行,南明小学,人民医院（北）,3.5
G4路,下行,城东加油站,棣山新村,0.8
G4路,下行,城东加油站,东联菜场,0.6
G4路,下行,城东加油站,湖莲潭,0.7
G4路,下行,城东加油站,城东综合市场,0.6
G4路,下行,城东加油站,上石演（西）,0.6
G4路,下行,城东加油站,鼓山公园,0.6
G4路,下行,城东加油站,实验中学,0.9
G4路,下行,城东加油站,大佛寺东,1.3
G4路,下行,城东加油站,翡翠山,0.6
G4路,下行,城东加油站,南瑞学校,0.7
G4路,下行,城东加油站,人才公寓（南）,1.1
G4路,下行,城东加油站,上三溪村（南）,0.9
G4路,下行,城东加油站,中医院（北）,1.2
G4路,下行,城东加油站,下石演（南）,0.7
G4路,下行,城东加油站,七星一村（北）,0.6
G4路,下行,城东加油站,工商银行,1.1
G4路,下行,城东加油站,人民医院（北）,1.5
G4路,下行,平川公园,人民医院（北）,0.5
G4路,下行,棣山新村,东联菜场,2.6
G4路,下行,棣山新村,湖莲潭,2.9
G4路,下行,棣山新村,城东综合市场,2.6
G4路,下行,棣山新村,上石演（西）,2.3
G4路,下行,棣山新村,鼓山公园,2.3
G4路,下行,棣山新村,南明花园,1.0
G4路,下行,棣山新村,实验中学,3.7
G4路,下行,棣山新村,南街碳水王国,0.6
G4路,下行,棣山新村,大佛寺东,5.1
G4路,下行,棣山新村,万丰后溪,1.2
G4路,下行,棣山新村,新昌客运中心,1.5
G4路,下行,棣山新村,翡翠山,2.5
G4路,下行,棣山新村,南瑞学校,2.8
G4路,下行,棣山新村,人才公寓（南）,4.5
G4路,下行,棣山新村,上三溪村（南）,3.7
G4路,下行,棣山新村,中医院（北）,5.1
G4路,下行,棣山新村,下石演（南）,2.8
G4路,下行,棣山新村,七星一村（北）,2.3
G4路,下行,棣山新村,七星综合市场,1.6
G4路,下行,棣山新村,西环岛,1.9
G4路,下行,棣山新村,工商银行,4.5
G4路,下行,棣山新村,人民医院（北）,6.1
G4路,下行,东站,实验中学,0.6
G4路,下行,东站,大佛寺东,0.8
G4路,下行,东站,人才公寓（南）,0.7
G4路,下行,东站,上三溪村（南）,0.6
G4路,下行,东站,中医院（北）,0.8
G4路,下行,东站,工商银行,0.7
G4路,下行,东站,人民医院（北）,0.9
G4路,下行,东联菜场,湖莲潭,2.5
G4路,下行,东联菜场,城东综合市场,2.2
G4路,下行,东联菜场,上石演（西）,2.0
G4路,下行,东联菜场,鼓山公园,1.9
G4路,下行,东联菜场,南明花园,0.9
G4路,下行,东联菜场,实验中学,3.2
G4路,下行,东联菜场,南街碳水王国,0.6
G4路,下行,东联菜场,大佛寺东,4.4
G4路,下行,东联菜场,万丰后溪,1.0
G4路,下行,东联菜场,新昌客运中心,1.3
G4路,下行,东联菜场,翡翠山,2.2
G4路,下行,东联菜场,南瑞学校,2.4
G4路,下行,东联菜场,人才公寓（南）,3.9
G4路,下行,东联菜场,上三溪村（南）,3.1
G4路,下行,东联菜场,中医院（北）,4.4
G4路,下行,东联菜场,下石演（南）,2.4
G4路,下行,东联菜场,七星一村（北）,2.0
G4路,下行,东联菜场,七星综合市场,1.4
G4路,下行,东联菜场,西环岛,1.7
G4路,下行,东联菜场,工商银行,3.9
G4路,下行,东联菜场,人民医院（北）,5.2
G4路,下行,湖莲潭,城东综合市场,2.6
G4路,下行,湖莲潭,上石演（西）,2.3
G4路,下行,湖莲潭,鼓山公园,2.2
G4路,下行,湖莲潭,南明花园,1.0
G4路,下行,湖莲潭,实验中学,3.6
G4路,下行,湖莲潭,南街碳水王国,0.6
G4路,下行,湖莲潭,大佛寺东,5.1
G4路,下行,湖莲潭,万丰后溪,1.2
G4路,下行,湖莲潭,新昌客运中心,1.5
G4路,下行,湖莲潭,翡翠山,2.5
G4路,下行,湖莲潭,南瑞学校,2.7
G4路,下行,湖莲潭,人才公寓（南）,4.4
G4路,下行,湖莲潭,上三溪村（南）,3.6
G4路,下行,湖莲潭,中医院（北）,5.0
G4路,下行,湖莲潭,下石演（南）,2.7
G4路,下行,湖莲潭,七星一村（北）,2.3
G4路,下行,湖莲潭,七星综合市场,1.6
G4路,下行,湖莲潭,西环岛,1.9
G4路,下行,湖莲潭,工商银行,4.4
G4路,下行,湖莲潭,人民医院（北）,6.0
G4路,下行,城东综合市场,上石演（西）,2.2
G4路,下行,城东综合市场,鼓山公园,2.1
G4路,下行,城东综合市场,南明花园,1.0
G4路,下行,城东综合市场,实验中学,3.5
G4路,下行,城东综合市场,南街碳水王国,0.6
G4路,下行,城东综合市场,大佛寺东,4.8
G4路,下行,城东综合市场,万丰后溪,1.1
G4路,下行,城东综合市场,新昌客运中心,1.4
G4路,下行,城东综合市场,翡翠山,2.4
G4路,下行,城东综合市场,南瑞学校,2.6
G4路,下行,城东综合市场,人才公寓（南）,4.2
G4路,下行,城东综合市场,上三溪村（南）,3.4
G4路,下行,城东综合市场,中医院（北）,4.8
G4路,下行,城东综合市场,下石演（南）,2.6
G4路,下行,城东综合市场,七星一村（北）,2.2
G4路,下行,城东综合市场,七星综合市场,1.5
G4路,下行,城东综合市场,西环岛,1.8
G4路,下行,城东综合市场,工商银行,4.2
G4路,下行,城东综合市场,人民医院（北）,5.8
G4路,下行,上石演（西）,鼓山公园,2.0
G4路,下行,上石演（西）,南明花园,0.9
G4路,下行,上石演（西）,实验中学,3.2
G4路,下行,上石演（西）,南街碳水王国,0.6
G4路,下行,上石演（西）,大佛寺东,4.5
G4路,下行,上石演（西）,万丰后溪,1.0
G4路,下行,上石演（西）,新昌客运中心,1.3
G4路,下行,上石演（西）,翡翠山,2.2
G4路,下行,上石演（西）,南瑞学校,2.4
G4路,下行,上石演（西）,人才公寓（南）,3.9
G4路,下行,上石演（西）,上三溪村（南）,3.2
G4路,下行,上石演（西）,中医院（北）,4.4
G4路,下行,上石演（西）,下石演（南）,2.4
G4路,下行,上石演（西）,七星一村（北）,2.0
G4路,下行,上石演（西）,七星综合市场,1.4
G4路,下行,上石演（西）,西环岛,1.7
G4路,下行,上石演（西）,工商银行,3.9
G4路,下行,上石演（西）,人民医院（北）,5.3
G4路,下行,鼓山公园,南明花园,0.9
G4路,下行,鼓山公园,实验中学,3.3
G4路,下行,鼓山公园,南街碳水王国,0.6
G4路,下行,鼓山公园,大佛寺东,4.6
G4路,下行,鼓山公园,万丰后溪,1.1
G4路,下行,鼓山公园,新昌客运中心,1.4
G4路,下行,鼓山公园,翡翠山,2.2
G4路,下行,鼓山公园,南瑞学校,2.5
G4路,下行,鼓山公园,人才公寓（南）,4.0
G4路,下行,鼓山公园,上三溪村（南）,3.3
G4路,下行,鼓山公园,中医院（北）,4.5
G4路,下行,鼓山公园,下石演（南）,2.5
G4路,下行,鼓山公园,七星一村（北）,2.1
G4路,下行,鼓山公园,七星综合市场,1.4
G4路,下行,鼓山公园,西环岛,1.7
G4路,下行,鼓山公园,工商银行,4.0
G4路,下行,鼓山公园,人民医院（北）,5.5
G4路,下行,南明花园,实验中学,1.5
G4路,下行,南明花园,大佛寺东,2.1
G4路,下行,南明花园,新昌客运中心,0.6
G4路,下行,南明花园,翡翠山,1.0
G4路,下行,南明花园,南瑞学校,1.1
G4路,下行,南明花园,人才公寓（南）,1.9
G4路,下行,南明花园,上三溪村（南）,1.5
G4路,下行,南明花园,中医院（北）,2.1
G4路,下行,南明花园,下石演（南）,1.1
G4路,下行,南明花园,七星一村（北）,1.0
G4路,下行,南明花园,七星综合市场,0.7
G4路,下行,南明花园,西环岛,0.8
G4路,下行,南明花园,工商银行,1.9
G4路,下行,南明花园,人民医院（北）,2.5
G4路,下行,实验中学,南街碳水王国,1.0
G4路,下行,实验中学,大佛寺东,8.2
G4路,下行,实验中学,新柴股份（东）,0.7
G4路,下行,实验中学,万丰后溪,1.9
G4路,下行,实验中学,新昌客运中心,2.4
G4路,下行,实验中学,翡翠山,4.0
G4路,下行,实验中学,南瑞学校,4.4
G4路,下行,实验中学,人才公寓（南）,7.2
G4路,下行,实验中学,上三溪村（南）,5.8
G4路,下行,实验中学,中医院（北）,8.1
G4路,下行,实验中学,下石演（南）,4.4
G4路,下行,实验中学,七星一村（北）,3.7
G4路,下行,实验中学,七星综合市场,2.5
G4路,下行,实验中学,西环岛,3.1
G4路,下行,实验中学,工商银行,7.2
G4路,下行,实验中学,人民医院（北）,9.8
G4路,下行,南街碳水王国,大佛寺东,1.4
G4路,下行,南街碳水王国,翡翠山,0.7
G4路,下行,南街碳水王国,南瑞学校,0.8
G4路,下行,南街碳水王国,人才公寓（南）,1.3
G4路,下行,南街碳水王国,上三溪村（南）,1.0
G4路,下行,南街碳水王国,中医院（北）,1.4
G4路,下行,南街碳水王国,下石演（南）,0.8
G4路,下行,南街碳水王国,七星一村（北）,0.7
G4路,下行,南街碳水王国,西环岛,0.5
G4路,下行,南街碳水王国,工商银行,1.3
G4路,下行,南街碳水王国,人民医院（北）,1.7
G4路,下行,大佛寺东,新柴股份（东）,1.1
G4路,下行,大佛寺东,万丰后溪,3.0
G4路,下行,大佛寺东,新昌客运中心,3.9
G4路,下行,大佛寺东,翡翠山,6.4
G4路,下行,大佛寺东,南瑞学校,7.0
G4路,下行,大佛寺东,人才公寓（南）,11.4
G4路,下行,大佛寺东,上三溪村（南）,9.2
G4路,下行,大佛寺东,中医院（北）,12.9
G4路,下行,大佛寺东,下石演（南）,7.0
G4路,下行,大佛寺东,七星一村（北）,5.9
G4路,下行,大佛寺东,七星综合市场,4.0
G4路,下行,大佛寺东,西环岛,4.9
G4路,下行,大佛寺东,工商银行,11.4
G4路,下行,大佛寺东,人民医院（北）,15.5
G4路,下行,新柴股份（东）,翡翠山,0.6
G4路,下行,新柴股份（东）,南瑞学校,0.6
G4路,下行,新柴股份（东）,人才公寓（南）,1.0
G4路,下行,新柴股份（东）,上三溪村（南）,0.8
G4路,下行,新柴股份（东）,中医院（北）,1.1
G4路,下行,新柴股份（东）,下石演（南）,0.6
G4路,下行,新柴股份（东）,七星一村（北）,0.5
